12129,d,2,e,2,h,5,eleven
12339,d,3,a,3,c,8,eleven
2737,d,4,g,4,g,5,draw
20348,d,2,c,7,g,4,thirteen
26102,b,1,b,7,d,3,fifteen
27039,c,1,d,6,f,2,fifteen
18446,c,2,a,3,h,4,thirteen
3890,d,4,g,5,h,1,five
9982,d,3,g,1,a,6,ten
12873,d,3,h,7,b,6,eleven
8632,b,2,c,7,d,1,ten
8691,b,2,h,6,d,1,ten
13284,b,1,a,5,f,2,twelve
20138,d,2,b,2,g,4,thirteen
8654,b,2,f,3,e,1,ten
26536,b,1,g,6,e,3,fifteen
2220,d,2,f,8,e,7,draw
24302,d,1,a,8,c,3,fourteen
23316,c,1,f,5,e,8,fourteen
14823,c,3,a,7,h,5,twelve
6930,c,1,c,2,a,8,nine
19723,d,1,e,3,a,3,thirteen
6263,d,4,a,6,c,2,eight
460,b,1,f,6,e,6,draw
24986,d,1,g,5,e,7,fourteen
6398,d,4,e,5,g,1,eight
19885,d,1,h,1,a,6,thirteen
27712,a,1,c,3,e,3,sixteen
26208,b,1,c,6,h,6,fifteen
2028,d,2,b,2,b,3,draw
27365,d,1,b,6,f,6,fifteen
7355,c,3,h,4,f,2,nine
22354,b,2,d,1,f,2,fourteen
3023,c,3,d,4,a,1,two
2168,d,2,e,7,f,7,draw
18435,c,2,a,3,e,6,thirteen
26708,b,2,c,3,d,3,fifteen
22743,c,1,a,6,c,6,fourteen
16011,d,3,a,2,d,5,twelve
12855,d,3,h,5,e,7,eleven
27679,a,1,b,3,e,3,sixteen
27853,a,1,g,4,e,4,sixteen
12314,d,2,h,8,h,3,eleven
22675,c,1,a,3,c,5,fourteen
7603,d,3,b,6,h,4,nine
26412,b,1,f,5,c,5,fifteen
12065,d,2,d,5,h,8,eleven
15835,d,2,f,5,a,5,twelve
5373,c,1,g,3,e,2,eight
9665,d,2,g,5,a,8,ten
21371,b,1,a,4,e,8,fourteen
23535,c,1,h,2,g,5,fourteen
8315,d,4,h,8,g,1,nine
9176,c,3,c,8,d,1,ten
7590,d,3,b,2,g,3,nine
21525,b,1,b,5,e,4,fourteen
11818,d,1,f,2,g,5,eleven
6729,b,1,g,3,d,1,nine
15310,d,1,e,1,g,8,twelve
18290,c,1,g,7,b,3,thirteen
22008,b,1,g,5,e,7,fourteen
23557,c,1,h,3,e,6,fourteen
8074,d,4,c,6,h,3,nine
13241,a,1,f,4,h,3,twelve
19570,d,1,c,4,h,7,thirteen
16452,d,3,f,7,b,7,twelve
14229,c,2,a,5,e,5,twelve
8419,b,1,b,4,d,1,ten
5293,c,1,b,3,f,1,eight
27574,d,1,f,7,e,4,fifteen
13870,c,1,b,8,h,4,twelve
27283,c,1,g,8,f,6,fifteen
7909,d,4,a,1,h,8,nine
20410,d,2,e,1,b,5,thirteen
704,b,2,g,5,h,5,draw
23134,c,1,e,1,b,3,fourteen
14575,c,2,e,8,f,4,twelve
11616,c,3,h,1,h,5,eleven
6042,d,3,c,4,a,4,eight
14178,c,2,a,1,a,5,twelve
21206,a,1,g,2,d,2,fourteen
17247,b,1,e,2,h,4,thirteen
24709,d,1,e,2,e,6,fourteen
4953,d,3,e,8,g,1,seven
23826,c,2,c,8,e,3,fourteen
10132,d,4,c,2,g,2,ten
1906,d,1,g,3,f,4,draw
10497,b,1,c,5,a,7,eleven
14000,c,1,e,2,g,8,twelve
5436,c,2,b,2,g,1,eight
17504,b,1,h,5,b,6,thirteen
17985,c,1,c,6,f,2,thirteen
7220,c,3,a,4,e,1,nine
1719,d,1,c,4,c,3,draw
20653,d,2,g,4,f,8,thirteen
16400,d,3,f,2,c,7,twelve
27307,c,2,d,6,f,6,fifteen
19240,c,3,a,8,e,4,thirteen
6229,d,3,h,7,d,8,eight
25290,d,2,b,1,d,5,fourteen
25771,a,1,e,1,c,1,fifteen
1759,d,1,d,4,c,4,draw
22965,c,1,b,8,g,8,fourteen
13061,d,4,e,2,g,5,eleven
18622,c,2,b,5,e,5,thirteen
24530,d,1,c,3,e,6,fourteen
16984,b,1,a,2,h,3,thirteen
3713,d,3,b,2,h,1,five
7154,c,2,f,4,g,2,nine
6112,d,3,d,5,h,2,eight
22542,b,2,g,8,g,4,fourteen
2198,d,2,f,5,e,6,draw
7228,c,3,a,5,h,2,nine
9908,d,3,e,8,h,4,ten
13529,b,1,h,2,a,5,twelve
3625,d,2,e,7,a,2,five
20865,d,2,h,8,g,4,thirteen
14060,c,1,f,4,e,2,twelve
17862,c,1,a,5,b,8,thirteen
9672,d,2,g,8,a,3,ten
22636,c,1,a,1,g,6,fourteen
28006,b,1,f,2,e,5,sixteen
12157,d,2,e,4,e,8,eleven
27865,a,1,g,6,f,3,sixteen
5413,c,2,a,5,e,1,eight
25545,a,1,a,6,h,6,fifteen
6981,c,1,g,5,h,3,nine
23768,c,2,b,8,f,5,fourteen
8760,c,1,d,2,a,8,ten
18124,c,1,e,3,b,7,thirteen
18799,c,2,d,7,f,7,thirteen
5816,d,2,a,7,g,2,eight
19206,c,2,h,8,e,7,thirteen
8230,d,4,f,2,h,8,nine
613,b,2,e,3,f,4,draw
370,b,1,e,2,d,2,draw
27978,b,1,c,7,d,5,sixteen
24653,d,1,d,7,f,3,fourteen
4728,d,1,b,8,a,1,seven
10465,b,1,a,8,h,2,eleven
7000,c,1,h,7,e,1,nine
16238,d,3,c,2,d,6,twelve
56,a,1,e,3,e,2,draw
8184,d,4,e,4,h,8,nine
6400,d,4,e,5,h,3,eight
24798,d,1,f,2,c,6,fourteen
12009,d,2,c,6,h,7,eleven
27335,d,1,b,2,d,5,fifteen
3895,d,4,h,2,c,1,five
18832,c,2,e,2,e,4,thirteen
16356,d,3,d,8,f,4,twelve
21740,b,1,e,1,c,5,fourteen
3904,b,1,c,2,f,1,six
12362,d,3,a,5,b,7,eleven
12131,d,2,e,2,h,7,eleven
18707,c,2,c,4,g,4,thirteen
4671,c,2,g,6,h,1,seven
1779,d,1,d,6,e,5,draw
13397,b,1,e,2,a,5,twelve
22857,c,1,b,2,e,7,fourteen
27271,c,1,g,7,f,4,fifteen
11232,c,2,e,4,h,8,eleven
14067,c,1,f,5,g,7,twelve
22257,b,2,b,1,f,6,fourteen
11452,c,3,c,6,h,3,eleven
6694,b,1,c,8,h,1,nine
27786,a,1,e,2,e,4,sixteen
10899,c,1,d,4,c,8,eleven
25846,a,1,e,7,g,4,fifteen
15764,d,2,e,3,f,4,twelve
20446,d,2,e,7,b,7,thirteen
5524,c,2,d,6,h,1,eight
9253,c,3,f,8,g,4,ten
20831,d,2,h,7,d,6,thirteen
19774,d,1,e,6,g,3,thirteen
17257,b,1,e,3,c,7,thirteen
20578,d,2,g,1,f,6,thirteen
7164,c,2,f,7,b,8,nine
3145,d,3,h,7,d,1,two
20452,d,2,e,7,d,5,thirteen
15256,d,1,d,3,h,6,twelve
6989,c,1,g,8,h,6,nine
9319,d,1,c,2,g,2,ten
524,b,1,g,6,h,7,draw
5435,c,2,b,2,f,1,eight
21215,a,1,g,6,c,2,fourteen
4734,d,1,e,1,h,1,seven
10770,b,2,f,4,d,1,eleven
11672,d,1,c,1,b,4,eleven
14570,c,2,e,8,b,8,twelve
21692,b,1,d,3,g,7,fourteen
3407,d,3,g,3,c,1,four
21530,b,1,b,5,f,3,fourteen
25442,d,2,f,7,f,5,fourteen
9558,d,2,e,5,g,2,ten
9781,d,3,d,4,h,7,ten
9075,c,3,a,2,g,2,ten
4073,d,1,e,5,h,1,six
15773,d,2,e,4,b,6,twelve
5250,b,2,c,3,d,2,eight
25482,d,2,g,7,d,7,fourteen
26105,b,1,b,7,d,6,fifteen
7731,d,3,d,6,h,7,nine
19246,c,3,b,1,f,6,thirteen
7311,c,3,e,8,h,2,nine
22456,b,2,e,7,d,2,fourteen
25609,a,1,b,4,h,6,fifteen
3290,d,2,d,8,b,1,four
9107,c,3,a,8,g,2,ten
22274,b,2,b,4,g,6,fourteen
8317,a,1,a,3,e,1,ten
16167,d,3,b,4,e,6,twelve
8617,b,2,c,1,e,1,ten
11398,c,3,a,1,h,4,eleven
24796,d,1,f,1,f,7,fourteen
5492,c,2,c,4,h,3,eight
13067,d,4,e,3,g,6,eleven
9887,d,3,e,5,d,7,ten
15560,d,2,a,7,h,7,twelve
15438,d,1,g,7,g,1,twelve
21729,b,1,d,8,g,4,fourteen
12787,d,3,g,7,a,7,eleven
10706,b,2,c,6,h,7,eleven
4644,c,2,d,5,a,3,seven
19429,c,3,h,4,e,5,thirteen
12265,d,2,h,1,h,8,eleven
27412,d,1,c,2,d,6,fifteen
4504,b,1,b,2,a,4,seven
4412,d,3,g,6,b,2,six
2311,d,2,h,7,g,6,draw
12711,d,3,e,8,f,5,eleven
17754,b,2,e,7,f,2,thirteen
19910,d,1,h,5,b,5,thirteen
25265,d,2,a,3,d,5,fourteen
12429,d,3,b,4,d,8,eleven
25505,a,1,a,2,f,4,fifteen
19569,d,1,c,3,h,5,thirteen
23372,c,1,g,3,b,4,fourteen
27175,c,1,f,7,f,5,fifteen
21207,a,1,g,5,c,2,fourteen
27606,d,1,g,2,d,4,fifteen
24909,d,1,g,1,g,3,fourteen
23488,c,1,h,1,d,8,fourteen
3761,d,3,d,5,b,1,five
2046,d,2,b,5,b,6,draw
26069,b,1,b,3,f,7,fifteen
11219,c,2,e,4,e,8,eleven
26663,b,1,h,7,e,4,fifteen
16696,d,3,h,8,g,5,twelve
10225,d,4,f,2,g,4,ten
22366,b,2,d,2,e,5,fourteen
20618,d,2,g,3,d,6,thirteen
20964,a,1,a,5,f,4,fourteen
7388,d,1,c,3,b,7,nine
23670,c,1,h,8,g,5,fourteen
14842,c,3,b,1,g,7,twelve
19901,d,1,h,3,c,8,thirteen
3536,d,1,g,1,a,1,five
26530,b,1,g,6,c,6,fifteen
1901,d,1,g,2,h,1,draw
6983,c,1,g,6,h,2,nine
11919,d,2,a,3,h,4,eleven
21784,b,1,e,5,b,5,fourteen
13486,b,1,f,8,h,2,twelve
23058,c,1,c,8,g,8,fourteen
21575,b,1,c,1,e,8,fourteen
19646,d,1,d,6,b,6,thirteen
1704,d,1,b,7,c,8,draw
5932,d,2,h,7,b,8,eight
10702,b,2,c,5,h,3,eleven
24184,d,1,a,3,c,7,fourteen
20371,d,2,d,3,f,5,thirteen
11945,d,2,a,6,g,8,eleven
5995,d,3,b,5,f,1,eight
5121,d,4,f,5,g,1,seven
18740,c,2,d,1,d,6,thirteen
535,b,1,g,8,g,7,draw
6773,b,2,a,5,h,1,nine
17517,b,1,h,6,d,2,thirteen
10028,d,3,h,2,b,8,ten
486,b,1,g,2,f,2,draw
987,c,1,f,3,f,4,draw
5431,c,2,b,1,f,1,eight
17327,b,1,e,8,a,8,thirteen
21063,a,1,c,8,f,2,fourteen
21351,b,1,a,3,h,5,fourteen
16180,d,3,b,6,f,6,twelve
13991,c,1,e,1,g,8,twelve
22459,b,2,e,7,e,3,fourteen
12756,d,3,g,3,a,5,eleven
20428,d,2,e,3,d,5,thirteen
25429,d,2,f,7,b,7,fourteen
22249,b,2,b,1,d,4,fourteen
20922,d,3,f,7,f,5,thirteen
403,b,1,e,6,d,7,draw
1226,c,2,d,4,e,4,draw
22967,c,1,c,2,c,8,fourteen
6524,d,4,g,5,b,1,eight
18118,c,1,e,2,h,4,thirteen
17868,c,1,a,5,d,7,thirteen
11696,d,1,c,5,a,7,eleven
24384,d,1,b,3,e,3,fourteen
14264,c,2,b,1,b,4,twelve
4988,d,3,g,2,a,3,seven
4549,c,1,b,2,a,8,seven
24430,d,1,b,5,d,5,fourteen
210,b,1,a,5,b,4,draw
13218,a,1,e,4,h,1,twelve
4422,d,3,h,1,a,2,six
3636,d,2,f,3,h,2,five
22828,c,1,b,1,c,7,fourteen
3772,d,3,e,2,e,1,five
8827,c,1,h,8,g,1,ten
5557,c,2,g,4,h,2,eight
27580,d,1,f,8,c,5,fifteen
23755,c,2,b,7,f,4,fourteen
1302,c,2,e,8,d,7,draw
22707,c,1,a,4,d,4,fourteen
5844,d,2,b,8,f,2,eight
13787,b,2,h,5,g,1,twelve
4049,d,1,d,3,g,2,six
8513,b,1,f,3,e,1,ten
17599,b,2,b,3,g,3,thirteen
17842,c,1,a,2,b,7,thirteen
13491,b,1,g,1,a,4,twelve
6417,d,4,e,7,e,1,eight
14846,c,3,b,2,g,3,twelve
11676,d,1,c,1,f,2,eleven
7509,d,2,e,5,b,3,nine
6031,d,3,c,1,h,2,eight
14524,c,2,e,6,b,6,twelve
3787,d,3,e,5,c,1,five
15898,d,2,g,7,a,7,twelve
2753,d,4,g,6,h,5,draw
217,b,1,a,6,b,7,draw
18504,c,2,a,7,h,6,thirteen
4423,d,3,h,1,b,1,six
4020,d,1,b,8,g,1,six
20884,d,3,c,3,e,6,thirteen
9369,d,1,f,3,g,8,ten
11735,d,1,d,3,a,7,eleven
23578,c,1,h,4,d,4,fourteen
20951,a,1,a,2,h,5,fourteen
15466,d,1,h,3,h,7,twelve
10015,d,3,g,8,f,2,ten
5538,c,2,e,5,h,1,eight
11252,c,2,f,1,b,8,eleven
24623,d,1,d,3,f,6,fourteen
21429,b,1,a,7,h,5,fourteen
10911,c,1,e,1,g,1,eleven
16681,d,3,h,7,h,5,twelve
14825,c,3,a,7,h,7,twelve
13827,c,1,a,5,g,3,twelve
3172,c,3,f,3,c,1,three
20359,d,2,c,8,g,8,thirteen
3560,d,1,h,6,a,1,five
14759,c,2,h,7,a,6,twelve
19855,d,1,g,5,b,7,thirteen
18644,c,2,b,8,e,6,thirteen
13941,c,1,d,5,h,8,twelve
19111,c,2,h,2,g,4,thirteen
9123,c,3,b,5,e,4,ten
13633,b,2,d,1,h,5,twelve
22044,b,1,g,8,g,3,fourteen
8241,d,4,f,4,h,8,nine
18314,c,1,h,3,c,8,thirteen
4221,d,2,e,7,f,1,six
20347,d,2,c,7,f,3,thirteen
25862,a,1,f,1,d,2,fifteen
21640,b,1,c,6,d,1,fourteen
27848,a,1,g,3,f,5,sixteen
5697,c,3,h,3,f,2,eight
4778,d,2,b,8,a,2,seven
6184,d,3,f,7,f,2,eight
26823,b,2,h,6,g,4,fifteen
2649,d,4,c,1,c,2,draw
9527,d,2,d,6,a,6,ten
23574,c,1,h,4,c,4,fourteen
227,b,1,b,3,a,4,draw
12557,d,3,d,4,d,5,eleven
3184,d,1,f,2,b,1,three
14887,c,3,b,7,h,7,twelve
22015,b,1,g,5,g,7,fourteen
1369,c,2,g,1,h,2,draw
15091,c,3,h,4,g,7,twelve
17145,b,1,d,4,h,8,thirteen
13010,d,4,c,7,f,4,eleven
25518,a,1,a,3,g,4,fifteen
8329,a,1,b,3,e,1,ten
2490,d,3,e,8,f,7,draw
19299,c,3,c,7,e,4,thirteen
5659,c,3,f,6,d,1,eight
25317,d,2,b,8,c,6,fourteen
20643,d,2,g,4,d,6,thirteen
13020,d,4,d,1,g,4,eleven
16587,d,3,h,1,d,5,twelve
26858,c,1,b,2,d,6,fifteen
677,b,2,g,2,g,1,draw
21114,a,1,e,1,g,7,fourteen
12183,d,2,e,7,h,3,eleven
7329,c,3,f,8,h,1,nine
13737,b,2,f,6,h,5,twelve
4802,d,2,f,5,a,4,seven
6559,d,4,g,8,f,1,eight
5217,b,1,b,8,a,5,eight
17128,b,1,d,4,b,6,thirteen
6974,c,1,g,3,h,5,nine
17304,b,1,e,6,b,7,thirteen
18441,c,2,a,3,f,7,thirteen
21170,a,1,e,8,h,3,fourteen
24516,d,1,c,2,g,6,fourteen
4775,d,2,b,7,a,2,seven
10232,d,4,f,3,h,5,ten
4924,d,3,e,2,a,3,seven
4910,d,3,d,5,b,3,seven
20657,d,2,g,5,e,5,thirteen
23567,c,1,h,3,g,6,fourteen
20263,d,2,c,2,c,7,thirteen
12121,d,2,e,2,d,8,eleven
16166,d,3,b,4,e,5,twelve
13092,d,4,g,1,g,7,eleven
15166,d,1,a,7,b,2,twelve
23937,c,2,f,7,e,2,fourteen
20278,d,2,c,2,g,4,thirteen
13447,b,1,f,2,a,5,twelve
18138,c,1,e,3,g,7,thirteen
7994,d,4,b,4,f,2,nine
5178,a,1,d,2,f,1,eight
10259,d,4,g,7,g,3,ten
23367,c,1,g,2,g,5,fourteen
13690,b,2,f,1,h,3,twelve
14232,c,2,a,5,e,8,twelve
27444,d,1,c,7,d,3,fifteen
25002,d,1,g,6,b,6,fourteen
5122,d,4,f,5,h,1,seven
1022,c,1,f,7,g,8,draw
25216,d,1,h,7,f,6,fourteen
1047,c,1,g,3,h,2,draw
18759,c,2,d,2,e,8,thirteen
25410,d,2,f,2,f,5,fourteen
5251,b,2,c,3,f,1,eight
16006,d,3,a,2,b,5,twelve
17956,c,1,b,7,e,2,thirteen
10436,a,1,h,8,c,1,eleven
22454,b,2,e,6,h,5,fourteen
20850,d,2,h,8,d,5,thirteen
1333,c,2,f,4,g,3,draw
10395,a,1,g,3,h,6,eleven
27203,c,1,g,1,e,4,fifteen
18979,c,2,g,2,c,8,thirteen
23482,c,1,h,1,c,7,fourteen
17378,b,1,f,5,a,6,thirteen
21009,a,1,b,5,h,6,fourteen
8763,c,1,d,4,e,1,ten
5430,c,2,b,1,e,1,eight
7863,d,3,g,7,d,8,nine
13277,b,1,a,2,a,4,twelve
16496,d,3,g,2,d,5,twelve
21952,b,1,g,2,d,2,fourteen
24218,d,1,a,4,d,8,fourteen
8553,b,1,h,4,a,8,ten
26448,b,1,f,8,d,4,fifteen
6273,d,4,a,8,b,1,eight
26406,b,1,f,4,f,6,fifteen
929,c,1,e,3,f,2,draw
2507,d,3,f,4,e,5,draw
21981,b,1,g,4,c,6,fourteen
18467,c,2,a,4,g,5,thirteen
20518,d,2,f,4,c,4,thirteen
24201,d,1,a,3,f,6,fourteen
2142,d,2,e,4,e,5,draw
26225,b,1,c,7,g,7,fifteen
14742,c,2,h,5,e,7,twelve
11762,d,1,e,1,h,2,eleven
24926,d,1,g,2,e,7,fourteen
5781,d,1,g,7,h,1,eight
24183,d,1,a,3,c,6,fourteen
18252,c,1,g,1,a,6,thirteen
20872,d,3,b,3,d,6,thirteen
11664,d,1,c,1,a,2,eleven
11686,d,1,c,2,b,5,eleven
24585,d,1,c,7,h,5,fourteen
8641,b,2,d,4,e,2,ten
22138,b,1,h,5,e,8,fourteen
26646,b,1,h,6,e,6,fifteen
1392,c,2,g,4,h,4,draw
16577,d,3,g,8,f,5,twelve
12424,d,3,b,3,h,5,eleven
6908,c,1,b,5,a,2,nine
5302,c,1,b,4,h,2,eight
25057,d,1,h,1,e,4,fourteen
5955,d,3,a,5,f,4,eight
1388,c,2,g,4,f,5,draw
19974,d,2,a,1,g,7,thirteen
4574,c,1,d,3,h,1,seven
9759,d,3,c,5,h,6,ten
24299,d,1,a,8,b,4,fourteen
15948,d,2,h,5,d,7,twelve
23400,c,1,g,4,c,6,fourteen
13618,b,2,c,1,h,7,twelve
6826,b,2,d,8,h,1,nine
1710,d,1,c,3,b,2,draw
11903,d,2,a,1,a,7,eleven
1766,d,1,d,5,c,4,draw
26593,b,1,h,2,c,3,fifteen
22727,c,1,a,4,h,6,fourteen
19065,c,2,g,8,c,5,thirteen
8619,b,2,c,4,d,1,ten
8119,d,4,d,5,f,1,nine
7004,c,2,a,3,a,7,nine
8053,d,4,c,3,h,5,nine
13329,b,1,d,1,c,5,twelve
19677,d,1,e,1,a,7,thirteen
9495,d,2,c,7,h,3,ten
172,a,1,h,2,h,1,draw
25686,a,1,c,6,h,6,fifteen
3207,d,3,b,5,a,1,three
19459,d,1,a,2,b,5,thirteen
3977,d,1,a,3,g,1,six
673,b,2,g,1,h,2,draw
25697,a,1,d,1,e,4,fifteen
19028,c,2,g,4,f,8,thirteen
19139,c,2,h,4,c,7,thirteen
7118,c,2,d,8,h,2,nine
418,b,1,e,8,d,8,draw
11115,c,2,b,6,h,3,eleven
1691,d,1,b,6,a,7,draw
24315,d,1,a,8,e,4,fourteen
452,b,1,f,5,e,5,draw
25602,a,1,b,4,f,4,fifteen
4136,d,2,b,4,f,3,six
22855,c,1,b,2,d,7,fourteen
2494,d,3,f,1,g,1,draw
9054,c,2,h,7,a,4,ten
27558,d,1,f,6,f,3,fifteen
27639,d,1,g,7,c,5,fifteen
9962,d,3,f,7,h,3,ten
20056,d,2,a,6,h,6,thirteen
26472,b,1,g,1,e,5,fifteen
6082,d,3,c,8,f,1,eight
21865,b,1,f,1,d,7,fourteen
7325,c,3,f,7,g,1,nine
19275,c,3,c,1,f,2,thirteen
5254,b,2,c,3,g,2,eight
22645,c,1,a,2,c,4,fourteen
13987,c,1,e,1,a,2,twelve
10139,d,4,c,5,g,5,ten
9111,c,3,b,1,f,1,ten
22813,c,1,a,8,f,3,fourteen
25275,d,2,a,6,f,5,fourteen
17155,b,1,d,5,f,1,thirteen
21013,a,1,b,6,h,3,fourteen
15668,d,2,d,3,e,6,twelve
5980,d,3,a,8,g,2,eight
18482,c,2,a,6,h,4,thirteen
27844,a,1,g,3,d,4,sixteen
11943,d,2,a,6,f,8,eleven
26012,b,1,a,6,f,4,fifteen
23295,c,1,f,4,f,7,fourteen
4393,d,3,g,1,b,2,six
12140,d,2,e,3,f,7,eleven
27106,c,1,f,1,f,6,fifteen
3526,d,1,f,4,a,3,five
23389,c,1,g,3,f,6,fourteen
25719,a,1,d,3,g,5,fifteen
9182,c,3,d,4,e,2,ten
22105,b,1,h,4,d,7,fourteen
20212,d,2,b,7,b,4,thirteen
15373,d,1,e,8,g,6,twelve
20450,d,2,e,7,c,7,thirteen
21318,b,1,a,2,b,3,fourteen
23800,c,2,c,6,f,6,fourteen
5447,c,2,b,5,a,3,eight
25850,a,1,e,7,h,6,fifteen
23126,c,1,d,8,f,7,fourteen
2481,d,3,e,7,d,8,draw
25739,a,1,d,6,f,2,fifteen
25240,d,1,h,8,e,7,fourteen
14881,c,3,b,7,g,4,twelve
9795,d,3,d,7,b,4,ten
5041,d,3,h,6,a,3,seven
18287,c,1,g,6,e,8,thirteen
18987,c,2,g,2,f,7,thirteen
1478,c,3,e,2,f,2,draw
1747,d,1,c,7,d,8,draw
21537,b,1,b,6,h,5,fourteen
22618,c,1,a,1,d,5,fourteen
12288,d,2,h,4,g,7,eleven
7452,d,2,c,1,b,8,nine
22917,c,1,b,5,c,8,fourteen
13925,c,1,d,4,g,8,twelve
3313,d,2,f,2,a,1,four
906,c,1,d,7,d,8,draw
20159,d,2,b,3,e,7,thirteen
9007,c,2,f,6,g,2,ten
11593,c,3,g,5,e,2,eleven
5415,c,2,a,5,g,1,eight
10299,d,4,h,8,h,3,ten
2222,d,2,f,8,f,7,draw
11026,c,1,g,2,a,2,eleven
239,b,1,b,5,a,4,draw
9090,c,3,a,6,d,1,ten
5950,d,3,a,3,h,2,eight
8967,c,2,e,3,a,6,ten
13340,b,1,d,2,c,5,twelve
20804,d,2,h,6,a,5,thirteen
2727,d,4,g,3,f,4,draw
18600,c,2,b,4,d,8,thirteen
14701,c,2,h,1,h,5,twelve
3982,d,1,a,4,g,1,six
5632,c,3,d,8,h,1,eight
24124,d,1,a,1,c,8,fourteen
13965,c,1,d,8,a,3,twelve
16154,d,3,b,3,f,5,twelve
10957,c,1,f,1,g,5,eleven
20785,d,2,h,4,b,6,thirteen
19101,c,2,h,2,d,6,thirteen
