13777,61,Self-emp-not-inc,111563,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,>50K
16650,23,Private,190290,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
28364,54,Private,175594,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
1788,40,Private,135056,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
15815,23,Private,278254,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,45,United-States,<=50K
14361,56,Private,357118,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
32539,71,noValueSetHere123156456,287372,Doctorate,16,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,0,0,10,United-States,>50K
21600,33,Private,204494,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States,>50K
9270,36,Private,257942,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
29328,60,Private,185836,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
5107,25,Private,200408,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
9841,21,Private,301694,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,Mexico,<=50K
19205,28,Private,120471,HS-grad,9,Never-married,Transport-moving,Not-in-family,Other,Male,0,0,40,United-States,<=50K
11077,36,Local-gov,410034,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K
27472,47,Self-emp-not-inc,479611,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
16508,51,State-gov,105943,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908,0,40,United-States,<=50K
10840,22,State-gov,96862,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
4234,31,Private,73796,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Female,0,0,30,United-States,<=50K
11706,38,Private,304651,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
29346,48,Private,498328,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
28428,39,Federal-gov,30673,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
28593,50,State-gov,172970,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
13482,75,Local-gov,31195,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
13765,72,Private,177769,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,<=50K
21896,34,Private,104293,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
16571,59,Private,368005,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20573,22,Private,203182,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,43,United-States,<=50K
2175,27,Private,359155,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
3915,51,Private,186338,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
16651,54,Private,102828,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,49,United-States,<=50K
11089,31,Private,206051,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
18539,36,Private,235371,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
10199,45,Private,255014,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
25731,73,Self-emp-not-inc,241121,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
14349,28,Private,67661,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
11271,70,Private,235781,Some-college,10,Divorced,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
31205,56,Private,104945,7th-8th,4,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
18229,42,Self-emp-not-inc,79036,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,<=50K
1828,19,Private,286469,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
28587,44,Private,219591,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
23106,54,Self-emp-inc,162439,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,98,United-States,>50K
20408,49,Federal-gov,118701,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
9513,24,Private,236696,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
9935,22,Private,309178,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
21281,62,Self-emp-inc,56248,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2415,60,United-States,>50K
17991,43,Private,102180,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
19651,21,Private,43475,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
7646,31,Private,196125,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18772,41,Self-emp-not-inc,89942,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,3674,0,45,United-States,<=50K
4765,30,Private,112115,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,Ireland,>50K
10457,39,Private,119098,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
16319,22,Private,276494,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
24156,35,Private,161637,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1902,40,Taiwan,>50K
10636,46,Private,268281,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
14074,40,Private,73025,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,30,China,<=50K
15117,49,Private,149049,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,14344,0,45,United-States,>50K
29405,23,Private,60409,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
29808,33,Private,231413,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
11365,18,Private,28648,11th,7,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
29826,36,Private,90159,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United-States,>50K
21741,25,Private,262778,Masters,14,Never-married,Other-service,Not-in-family,White,Female,0,0,37,United-States,<=50K
3473,18,Private,43272,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
21820,27,Private,214695,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,60,United-States,<=50K
4920,41,Private,178983,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
3041,27,State-gov,28848,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,9,United-States,<=50K
19836,34,Private,154667,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
20133,21,Private,198050,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,<=50K
11078,48,Private,237525,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,65,United-States,>50K
19968,45,Private,145636,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,43,United-States,>50K
14865,28,Private,211032,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
20036,61,Self-emp-inc,102191,Masters,14,Widowed,Exec-managerial,Unmarried,White,Female,0,0,99,United-States,<=50K
12676,23,Private,169104,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,25,United-States,<=50K
8198,39,Federal-gov,200968,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,45,United-States,>50K
25547,34,Private,238376,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
18081,31,Private,192900,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
13797,30,Private,54929,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
23311,50,Self-emp-inc,67794,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
17997,30,Private,326199,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,2580,0,40,United-States,<=50K
20740,29,Private,253801,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
16676,33,Private,389932,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,55,United-States,<=50K
7601,50,Private,110748,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
28937,46,Private,268022,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,noValueSetHere123156456,>50K
26069,40,Private,284303,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,40,United-States,>50K
16203,47,Private,101684,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28646,41,Self-emp-not-inc,193459,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
17779,23,Private,250743,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
28692,38,Local-gov,282753,Assoc-voc,11,Divorced,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
6226,25,Self-emp-not-inc,266668,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
25226,43,Private,185057,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,>50K
2678,31,Private,117526,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,45,United-States,<=50K
9674,64,Local-gov,202738,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
11963,24,Private,325744,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
17904,27,Local-gov,177072,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,0,0,16,United-States,<=50K
17901,57,Self-emp-inc,33725,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
23137,46,Private,35136,10th,6,Divorced,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
6233,67,Private,195161,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,60,United-States,>50K
8801,58,Private,163113,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,35,United-States,>50K
7872,81,noValueSetHere123156456,162882,HS-grad,9,Divorced,noValueSetHere123156456,Not-in-family,White,Female,0,0,35,United-States,<=50K
682,34,Self-emp-not-inc,190290,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27596,53,Private,317313,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
25116,29,Private,275110,Some-college,10,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,42,United-States,<=50K
29800,33,Self-emp-not-inc,235271,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
29902,64,noValueSetHere123156456,267198,Prof-school,15,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,0,0,16,United-States,<=50K
28230,27,Private,255582,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
27534,35,Private,205852,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
10716,57,Private,180920,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
31303,42,Private,340885,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,44,United-States,<=50K
27797,61,Self-emp-not-inc,168654,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
23638,47,Private,47247,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
24423,55,State-gov,111130,Assoc-acdm,12,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
12953,26,Private,205109,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
26772,28,Private,412149,10th,6,Never-married,Farming-fishing,Other-relative,White,Male,0,0,35,Mexico,<=50K
18936,27,Private,211184,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,52,United-States,<=50K
27377,40,Self-emp-not-inc,89413,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K
26744,42,Private,210525,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
12892,27,Private,208725,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,42,United-States,<=50K
19039,44,Self-emp-not-inc,167280,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
3998,37,Private,182668,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K
3369,61,Private,149653,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
17266,34,Private,104509,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,1639,0,20,United-States,<=50K
30172,31,Private,198613,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K
31279,20,noValueSetHere123156456,95989,Some-college,10,Never-married,noValueSetHere123156456,Own-child,White,Female,0,0,40,United-States,<=50K
10864,57,Private,214061,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
17490,69,Private,124930,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2267,40,United-States,<=50K
9093,58,Self-emp-inc,130454,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
18273,23,State-gov,35633,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
3943,49,Private,371299,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
28378,28,Private,198197,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,>50K
9113,47,Federal-gov,137917,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K
8819,24,Private,207940,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,<=50K
3372,21,Private,34506,HS-grad,9,Separated,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
24142,47,Private,266860,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,>50K
16956,25,Private,29020,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,45,United-States,<=50K
32380,48,State-gov,224474,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
30098,40,Private,63745,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
9163,41,Local-gov,185057,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
28610,38,Local-gov,73715,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K
20097,39,Private,89419,Assoc-voc,11,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,Columbia,<=50K
28881,45,Private,236040,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
9394,18,Private,182042,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States,<=50K
28405,25,Private,306908,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
3356,29,Private,129856,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
30150,22,Private,210781,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
19095,40,Private,149466,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,35,United-States,<=50K
27453,32,Self-emp-not-inc,205072,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,<=50K
19778,64,Private,312242,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,3,United-States,<=50K
6062,26,Private,43408,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
6000,79,Local-gov,84616,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,7,United-States,<=50K
3062,43,Private,55294,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21032,25,Private,117833,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,<=50K
17541,57,Private,84888,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
24881,48,Private,336540,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
28556,34,Private,113838,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
11047,43,Private,216042,Some-college,10,Divorced,Tech-support,Own-child,White,Female,0,1617,72,United-States,<=50K
14022,57,Self-emp-not-inc,291529,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,13,United-States,>50K
9943,36,Private,176335,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
19194,64,Private,133144,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,<=50K
14285,54,Self-emp-not-inc,172898,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,50,United-States,>50K
25584,28,Private,62535,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
8554,43,Federal-gov,32016,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
16494,63,Private,106910,5th-6th,3,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,19,Philippines,<=50K
29958,53,Private,312446,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
30931,57,Self-emp-not-inc,181031,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
19887,60,Private,198170,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
4270,52,Federal-gov,129177,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
15740,45,Local-gov,166181,HS-grad,9,Divorced,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
9707,43,Local-gov,269733,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
14395,42,Local-gov,201723,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
8281,48,State-gov,99086,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
12090,65,Self-emp-not-inc,37092,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,<=50K
20022,21,Private,293968,Some-college,10,Married-spouse-absent,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K
24856,45,Private,246392,HS-grad,9,Never-married,Priv-house-serv,Unmarried,Black,Female,0,0,30,United-States,<=50K
24000,19,Private,294029,11th,7,Never-married,Sales,Own-child,Other,Female,0,0,32,Nicaragua,<=50K
31717,37,Private,255621,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
11860,38,Private,357173,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3264,36,Self-emp-inc,164866,Assoc-acdm,12,Separated,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
3331,26,Private,179633,HS-grad,9,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,<=50K
25905,28,Private,51672,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
16551,28,Private,37821,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K
31109,27,Private,247978,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
9682,27,Private,212041,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
12471,24,Private,223811,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17818,39,Private,216129,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,35,Jamaica,<=50K
10673,71,noValueSetHere123156456,35303,Bachelors,13,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,9386,0,30,United-States,>50K
30301,23,Private,168009,10th,6,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K
28908,46,Private,176552,11th,7,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,>50K
31736,22,Private,349368,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,30,United-States,<=50K
28514,51,Private,208899,Bachelors,13,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
11669,35,Private,246449,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,3325,0,50,United-States,<=50K
6065,45,Self-emp-not-inc,285575,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K
14124,36,Private,182074,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K
11024,45,Private,264526,Assoc-acdm,12,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
7810,27,Self-emp-not-inc,334132,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,78,United-States,<=50K
31189,67,State-gov,132819,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,41,United-States,>50K
11208,29,Private,251905,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
31886,50,Local-gov,117496,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,24,United-States,<=50K
17648,27,noValueSetHere123156456,216479,Bachelors,13,Married-civ-spouse,noValueSetHere123156456,Wife,White,Female,0,0,24,United-States,>50K
